holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,Rush Hour,traffic_volume
nan,263.44,0.0,0.0,1,Clear,0,2606
nan,262.44,0.0,0.0,5,Clear,0,5548
nan,261.61,0.0,0.0,1,Clear,1,6641
nan,263.41,0.0,0.0,5,Clear,1,5908
nan,265.61,0.0,0.0,5,Clear,1,5061
nan,268.64,0.0,0.0,5,Clear,0,4722
nan,270.83,0.0,0.0,1,Clear,0,5153
nan,272.15,0.0,0.0,1,Clear,0,5505
nan,274.15,0.0,0.0,1,Clear,0,5478
nan,274.15,0.0,0.0,1,Clear,0,5789
nan,272.15,0.0,0.0,1,Clear,0,6047
nan,271.47,0.0,0.0,1,Clear,0,6512
nan,269.81,0.0,0.0,75,Snow,1,6238
nan,268.36,0.0,0.0,90,Clouds,1,5306
nan,267.13,0.0,0.0,90,Clouds,1,3697
nan,265.65,0.0,0.0,40,Clouds,0,2926
nan,264.46,0.0,0.0,40,Clouds,0,3029
nan,262.63,0.0,0.0,1,Clear,0,3041
nan,261.93,0.0,0.0,75,Clouds,0,3384
nan,261.31,0.0,0.0,90,Clouds,0,1197
nan,260.35,0.0,0.0,1,Clear,0,725
nan,259.63,0.0,0.0,1,Clear,0,530
nan,259.39,0.0,0.0,1,Clear,0,377
nan,259.39,0.0,0.0,1,Clear,0,362
nan,258.91,0.0,0.0,1,Clear,0,709
nan,258.39,0.0,0.0,1,Clear,0,1278
nan,257.81,0.0,0.0,1,Clear,1,1827
nan,258.81,0.0,0.0,1,Clear,1,2719
nan,260.15,0.0,0.0,1,Clear,1,3685
nan,261.15,0.0,0.0,1,Clear,0,4439
nan,263.43,0.0,0.0,75,Clouds,0,4975
nan,264.38,0.0,0.0,40,Clouds,0,5311
nan,265.15,0.0,0.0,1,Clear,0,5020
nan,265.38,0.0,0.0,5,Clear,0,4213
nan,265.15,0.0,0.0,1,Clear,0,4127
nan,263.89,0.0,0.0,5,Clear,0,4164
nan,262.47,0.0,0.0,1,Clear,1,4027
nan,261.13,0.0,0.0,1,Clear,1,3682
nan,260.79,0.0,0.0,1,Clear,1,3193
nan,260.12,0.0,0.0,5,Clear,0,2594
nan,259.87,0.0,0.0,1,Clear,0,2572
nan,259.37,0.0,0.0,1,Clear,0,2549
nan,259.12,0.0,0.0,1,Clear,0,2311
nan,258.38,0.0,0.0,1,Clear,0,1184
nan,258.38,0.0,0.0,1,Clear,0,835
nan,258.39,0.0,0.0,1,Clear,0,558
nan,259.15,0.0,0.0,1,Clear,0,361
nan,258.89,0.0,0.0,1,Clear,0,292
nan,259.88,0.0,0.0,1,Clear,0,463
nan,260.64,0.0,0.0,1,Clear,0,745
nan,260.81,0.0,0.0,1,Clear,1,1089
nan,262.47,0.0,0.0,1,Clear,1,1708
nan,265.15,0.0,0.0,1,Clear,1,2623
nan,267.15,0.0,0.0,1,Clear,0,3319
nan,269.34,0.0,0.0,5,Clear,0,3509
nan,271.15,0.0,0.0,5,Clear,0,3731
nan,272.15,0.0,0.0,1,Clear,0,3808
nan,274.15,0.0,0.0,1,Clear,0,3777
nan,274.66,0.0,0.0,1,Clear,0,3866
nan,274.15,0.0,0.0,1,Clear,0,4148
nan,272.15,0.0,0.0,1,Clear,1,3671
nan,272.15,0.0,0.0,1,Clear,1,3122
nan,272.15,0.0,0.0,1,Clear,1,2995
nan,271.83,0.0,0.0,1,Clear,0,2658
nan,271.66,0.0,0.0,1,Clear,0,2298
nan,271.16,0.0,0.0,1,Clear,0,1583
nan,271.66,0.0,0.0,1,Clear,0,894
nan,272.15,0.0,0.0,1,Clear,0,468
nan,272.15,0.0,0.0,40,Clouds,0,267
nan,272.15,0.0,0.0,90,Snow,0,232
nan,272.15,0.0,0.0,40,Clouds,0,317
nan,272.15,0.0,0.0,1,Clear,0,793
nan,272.15,0.0,0.0,1,Clear,0,2657
nan,271.48,0.0,0.0,1,Clear,0,5715
nan,272.26,0.0,0.0,75,Clouds,1,5997
nan,274.67,0.0,0.0,75,Clouds,0,4490
nan,274.95,0.0,0.0,64,Clouds,0,4714
nan,275.85,0.0,0.0,64,Clouds,0,4844
nan,276.36,0.0,0.0,64,Clouds,0,5340
nan,276.61,0.0,0.0,64,Clouds,0,5828
nan,276.23,0.0,0.0,64,Clouds,0,6492
nan,276.1,0.0,0.0,64,Clouds,1,6066
nan,275.85,0.0,0.0,64,Clouds,1,4183
nan,275.45,0.0,0.0,64,Clouds,1,2876
nan,274.31,0.0,0.0,64,Clouds,0,2405
nan,276.793,0.0,0.0,64,Clouds,0,2070
nan,272.75,0.0,0.0,64,Clouds,0,1444
nan,272.12,0.0,0.0,64,Clouds,0,983
nan,271.69,0.0,0.0,64,Clouds,0,535
nan,270.9,0.0,0.0,64,Clouds,0,251
nan,270.39,0.0,0.0,64,Snow,0,343
nan,270.05,0.0,0.0,64,Snow,0,775
nan,268.49,0.0,0.0,64,Clouds,0,2727
nan,266.4,0.0,0.0,64,Clouds,0,5725
nan,265.42,0.0,0.0,64,Clouds,1,6891
nan,263.92,0.0,0.0,64,Clouds,1,6051
nan,264.81,0.0,0.0,64,Clouds,1,5275
nan,265.59,0.0,0.0,40,Clouds,0,4603
nan,266.35,0.0,0.0,64,Clouds,0,5025
nan,266.61,0.0,0.0,75,Clouds,0,5336
nan,266.73,0.0,0.0,64,Clouds,0,5219
nan,266.99,0.0,0.0,64,Clouds,0,5775
nan,266.5,0.0,0.0,75,Clouds,0,6070
nan,265.71,0.0,0.0,64,Clouds,1,6273
nan,265.39,0.0,0.0,75,Clouds,1,4463
nan,264.95,0.0,0.0,64,Clouds,1,3294
nan,264.15,0.0,0.0,40,Clouds,0,2886
nan,262.63,0.0,0.0,1,Clear,0,2565
nan,262.22,0.0,0.0,64,Clouds,0,1111
nan,261.19,0.0,0.0,64,Clouds,0,624
nan,260.68,0.0,0.0,64,Clouds,0,395
nan,260.48,0.0,0.0,64,Clouds,0,292
nan,259.66,0.0,0.0,64,Clouds,0,396
nan,259.36,0.0,0.0,64,Clouds,0,733
nan,258.84,0.0,0.0,64,Clouds,0,2591
nan,258.54,0.0,0.0,64,Clouds,0,5210
nan,258.14,0.0,0.0,64,Clouds,1,6004
nan,257.37,0.0,0.0,64,Clouds,1,5651
nan,260.69,0.0,0.0,1,Clear,1,5084
nan,262.89,0.0,0.0,64,Clouds,0,4706
nan,264.67,0.0,0.0,75,Clouds,0,5370
nan,265.59,0.0,0.0,64,Clouds,0,5572
nan,266.36,0.0,0.0,64,Clouds,0,5712
nan,266.61,0.0,0.0,64,Clouds,0,6274
nan,267.25,0.0,0.0,64,Clouds,0,6366
nan,267.83,0.0,0.0,64,Clouds,0,6156
nan,267.89,0.0,0.0,64,Clouds,1,5052
nan,267.89,0.0,0.0,64,Clouds,1,4399
nan,268.28,0.0,0.0,64,Clouds,1,3347
nan,268.65,0.0,0.0,90,Clouds,0,2786
nan,268.45,0.0,0.0,90,Clouds,0,3345
nan,268.35,0.0,0.0,64,Clouds,0,2889
nan,268.35,0.0,0.0,64,Clouds,0,1535
Thanksgiving Day,268.24,0.0,0.0,64,Clouds,0,929
nan,268.45,0.0,0.0,64,Clouds,0,577
nan,267.84,0.0,0.0,64,Clouds,0,409
nan,267.84,0.0,0.0,64,Clouds,0,284
nan,267.83,0.0,0.0,64,Clouds,0,264
nan,268.03,0.0,0.0,64,Clouds,0,801
nan,268.24,0.0,0.0,64,Clouds,1,984
nan,267.88,0.0,0.0,64,Clouds,1,1295
nan,267.73,0.0,0.0,40,Clouds,1,2125
nan,269.05,0.0,0.0,75,Clouds,0,2493
nan,269.37,0.0,0.0,75,Clouds,0,3378
nan,269.59,0.0,0.0,75,Clouds,0,3649
nan,269.38,0.0,0.0,64,Snow,0,3157
nan,269.16,0.0,0.0,90,Snow,0,3019
nan,269.44,0.0,0.0,64,Clouds,0,2954
nan,268.8,0.0,0.0,64,Clouds,0,2958
nan,267.25,0.0,0.0,64,Clouds,1,3235
nan,265.58,0.0,0.0,64,Clouds,1,3132
nan,263.79,0.0,0.0,64,Clouds,1,3385
nan,262.89,0.0,0.0,64,Clouds,0,3119
nan,262.21,0.0,0.0,5,Clear,0,2620
nan,261.0,0.0,0.0,64,Clouds,0,2043
nan,260.48,0.0,0.0,64,Clouds,0,1425
nan,259.98,0.0,0.0,64,Clouds,0,792
nan,259.47,0.0,0.0,64,Clouds,0,494
nan,258.75,0.0,0.0,64,Clouds,0,346
nan,258.96,0.0,0.0,64,Clouds,0,319
nan,259.16,0.0,0.0,64,Clouds,0,435
nan,261.1,0.0,0.0,64,Mist,0,1169
nan,262.74,0.0,0.0,64,Clouds,0,2137
nan,263.92,0.0,0.0,1,Clear,1,2542
nan,265.67,0.0,0.0,64,Clouds,1,3107
nan,266.58,0.0,0.0,64,Clouds,0,3397
nan,268.4,0.0,0.0,64,Clouds,0,4015
nan,269.83,0.0,0.0,64,Clouds,0,4196
nan,271.2,0.0,0.0,64,Clouds,0,4449
nan,272.3,0.0,0.0,64,Clouds,0,4563
nan,272.07,0.0,0.0,64,Clouds,0,4742
nan,272.08,0.0,0.0,64,Clouds,0,4513
nan,271.86,0.0,0.0,64,Clouds,1,4247
nan,271.95,0.0,0.0,64,Clouds,1,3587
nan,271.62,0.0,0.0,64,Clouds,1,3843
nan,271.61,0.0,0.0,90,Clouds,0,3487
nan,271.43,0.0,0.0,64,Clouds,0,2552
nan,271.3,0.0,0.0,64,Clouds,0,2497
nan,271.05,0.0,0.0,64,Clouds,0,1571
nan,271.05,0.0,0.0,64,Clouds,0,1007
nan,270.66,0.0,0.0,64,Clouds,0,672
nan,270.62,0.0,0.0,64,Clouds,0,548
nan,270.62,0.0,0.0,64,Clouds,0,360
nan,271.0,0.0,0.0,64,Clouds,0,341
nan,270.52,0.0,0.0,64,Clouds,0,641
nan,268.98,0.0,0.0,64,Clouds,0,1029
nan,268.07,0.0,0.0,64,Mist,1,1419
nan,267.94,0.0,0.0,64,Mist,1,2051
nan,269.56,0.0,0.0,64,Mist,1,2958
nan,271.37,0.0,0.0,64,Clouds,0,3358
nan,273.72,0.0,0.0,64,Clouds,0,3699
nan,275.33,0.0,0.0,64,Clouds,0,4165
nan,276.51,0.0,0.0,64,Clouds,0,4187
nan,276.93,0.0,0.0,64,Clouds,0,4566
nan,277.09,0.0,0.0,64,Clouds,0,4846
nan,276.13,0.0,0.0,64,Clouds,0,4744
nan,275.58,0.0,0.0,90,Clouds,1,4609
nan,274.59,0.0,0.0,64,Clouds,1,4244
nan,274.27,0.0,0.0,64,Clouds,1,3532
nan,273.16,0.0,0.0,64,Clouds,0,2896
nan,272.51,0.0,0.0,64,Clouds,0,2603
nan,272.44,0.0,0.0,64,Clouds,0,2870
nan,271.72,0.0,0.0,64,Clouds,0,3345
nan,271.14,0.0,0.0,64,Clouds,0,1335
nan,269.92,0.0,0.0,64,Clouds,0,787
nan,269.24,0.0,0.0,64,Clouds,0,692
nan,268.35,0.0,0.0,64,Clouds,0,367
nan,266.84,0.0,0.0,64,Mist,0,296
nan,266.68,0.0,0.0,64,Mist,0,475
nan,266.07,0.0,0.0,64,Mist,0,780
nan,264.69,0.0,0.0,64,Mist,1,1093
nan,264.52,0.0,0.0,64,Mist,1,1675
nan,265.74,0.0,0.0,64,Mist,1,2646
nan,269.23,0.0,0.0,64,Mist,0,3914
nan,271.21,0.0,0.0,64,Clouds,0,4130
nan,272.65,0.0,0.0,64,Clouds,0,3935
nan,273.35,0.0,0.0,64,Clouds,0,4332
nan,273.95,0.0,0.0,64,Clouds,0,4499
nan,274.23,0.0,0.0,64,Clouds,0,4490
nan,273.71,0.0,0.0,64,Clouds,0,4963
nan,271.91,0.0,0.0,64,Clouds,1,4412
nan,271.56,0.0,0.0,64,Clouds,1,4132
nan,270.67,0.0,0.0,64,Clouds,1,3472
nan,268.8,0.0,0.0,64,Mist,0,2975
nan,268.28,0.0,0.0,64,Mist,0,2354
nan,268.69,0.0,0.0,64,Mist,0,1523
nan,269.46,0.0,0.0,64,Mist,0,948
nan,270.24,0.0,0.0,64,Clouds,0,518
nan,271.01,0.0,0.0,64,Clouds,0,324
nan,271.5,0.0,0.0,64,Clouds,0,243
nan,271.48,0.0,0.0,64,Clouds,0,325
nan,271.8,0.0,0.0,64,Haze,0,814
nan,271.8,0.0,0.0,64,Snow,0,814
nan,271.3,0.0,0.0,64,Mist,0,2726
nan,271.18,0.0,0.0,64,Mist,0,5698
nan,271.7,0.0,0.0,64,Clouds,1,6277
nan,271.97,0.0,0.0,64,Mist,1,6076
nan,271.97,0.0,0.0,64,Snow,1,6076
nan,272.35,0.0,0.0,64,Snow,1,5104
nan,274.11,0.0,0.0,90,Snow,0,4455
nan,274.11,0.0,0.0,90,Mist,0,4455
nan,274.81,0.0,0.0,64,Haze,0,4584
nan,274.81,0.0,0.0,64,Mist,0,4584
nan,275.42,0.0,0.0,64,Haze,0,4751
nan,276.04,0.0,0.0,64,Haze,0,4818
nan,275.63,0.25,0.0,64,Rain,0,5252
nan,275.63,0.25,0.0,64,Haze,0,5252
nan,274.46,1.02,0.0,64,Rain,0,5655
nan,274.46,1.02,0.0,64,Snow,0,5655
nan,274.46,1.02,0.0,64,Mist,0,5655
nan,274.0,0.64,0.0,64,Rain,0,4895
nan,274.0,0.64,0.0,64,Snow,0,4895
nan,274.0,0.64,0.0,64,Fog,0,4895
nan,274.0,0.64,0.0,64,Mist,0,4895
nan,274.04,0.25,0.0,64,Rain,1,4795
nan,274.04,0.25,0.0,64,Snow,1,4795
nan,274.04,0.25,0.0,64,Mist,1,4795
nan,274.04,0.25,0.0,64,Fog,1,4795
nan,274.07,1.02,0.0,64,Rain,1,3611
nan,274.07,1.02,0.0,64,Snow,1,3611
nan,274.07,1.02,0.0,64,Mist,1,3611
nan,274.07,1.02,0.0,64,Drizzle,1,3611
nan,274.06,0.76,0.0,64,Rain,1,2568
nan,274.06,0.76,0.0,64,Mist,1,2568
nan,274.08,0.38,0.0,64,Rain,0,2217
nan,274.08,0.38,0.0,64,Drizzle,0,2217
nan,274.08,0.38,0.0,64,Mist,0,2217
nan,274.08,0.38,0.0,64,Snow,0,2217
nan,274.46,0.38,0.0,64,Rain,0,3175
nan,274.46,0.38,0.0,64,Drizzle,0,3175
nan,274.46,0.38,0.0,64,Mist,0,3175
nan,274.59,0.0,0.0,64,Mist,0,2137
nan,274.59,0.0,0.0,64,Drizzle,0,2137
nan,274.59,0.0,0.0,64,Rain,0,2137
nan,274.6,0.0,0.0,64,Drizzle,0,999
nan,274.6,0.0,0.0,64,Mist,0,999
nan,274.21,0.0,0.0,64,Mist,0,494
nan,274.21,0.0,0.0,64,Drizzle,0,494
nan,274.21,0.0,0.0,64,Mist,0,316
nan,274.21,0.0,0.0,64,Drizzle,0,316
nan,274.44,0.0,0.0,64,Mist,0,272
nan,274.44,0.0,0.0,64,Rain,0,272
nan,274.44,0.0,0.0,64,Mist,0,340
nan,274.44,0.0,0.0,64,Rain,0,340
nan,274.44,0.0,0.0,64,Mist,0,818
nan,274.44,0.0,0.0,64,Rain,0,818
nan,274.5,0.0,0.0,64,Mist,0,2839
nan,274.5,0.0,0.0,64,Drizzle,0,2839
nan,274.56,0.0,0.0,64,Mist,0,5551
nan,274.56,0.0,0.0,64,Drizzle,0,5551
nan,274.36,0.51,0.0,64,Rain,1,6020
nan,274.36,0.51,0.0,64,Mist,1,6020
nan,274.36,0.51,0.0,64,Fog,1,6020
nan,274.36,0.51,0.0,64,Drizzle,1,6020
nan,274.44,0.0,0.0,64,Mist,1,5945
nan,274.44,0.0,0.0,64,Fog,1,5945
nan,274.36,0.0,0.0,64,Mist,1,5144
nan,274.36,0.0,0.0,64,Fog,1,5144
nan,274.42,0.0,0.0,64,Mist,0,4524
nan,274.42,0.0,0.0,64,Fog,0,4524
nan,274.42,0.25,0.0,64,Rain,0,4596
nan,274.42,0.25,0.0,64,Mist,0,4596
nan,274.42,0.25,0.0,64,Fog,0,4596
nan,274.39,0.76,0.0,90,Rain,0,4760
nan,274.39,0.76,0.0,90,Mist,0,4760
nan,274.39,0.76,0.0,90,Fog,0,4760
nan,274.3,1.27,0.0,64,Rain,0,4739
nan,274.3,1.27,0.0,64,Snow,0,4739
nan,274.3,1.27,0.0,64,Mist,0,4739
nan,274.3,1.27,0.0,64,Fog,0,4739
nan,274.3,1.27,0.0,64,Drizzle,0,4739
nan,274.0,0.68,0.0,64,Rain,0,5133
nan,274.0,0.68,0.0,64,Snow,0,5133
nan,274.0,0.68,0.0,64,Mist,0,5133
nan,274.0,0.68,0.0,64,Fog,0,5133
nan,274.0,0.68,0.0,64,Drizzle,0,5133
nan,274.32,0.25,0.0,90,Rain,0,5651
nan,274.32,0.25,0.0,90,Snow,0,5651
nan,274.32,0.25,0.0,90,Mist,0,5651
nan,274.02,0.25,0.0,64,Rain,0,6118
nan,274.02,0.25,0.0,64,Mist,0,6118
nan,274.02,0.25,0.0,64,Drizzle,0,6118
nan,273.93,0.0,0.0,64,Mist,1,5798
nan,273.93,0.0,0.0,64,Clouds,1,4372
nan,274.15,0.0,0.0,90,Mist,1,3203
nan,274.15,0.0,0.0,90,Snow,1,3203
nan,274.15,0.0,0.0,90,Drizzle,1,3203
nan,274.15,0.0,0.0,90,Snow,0,2894
nan,274.15,0.0,0.0,90,Mist,0,2894
nan,274.15,0.0,0.0,90,Mist,0,2431
nan,274.15,0.0,0.0,90,Snow,0,2431
nan,273.27,0.0,0.0,64,Mist,0,1392
nan,272.97,0.0,0.0,64,Mist,0,613
nan,272.97,0.0,0.0,64,Snow,0,613
nan,272.26,0.0,0.0,64,Snow,0,365
nan,272.08,0.0,0.0,64,Clouds,0,275
nan,272.03,0.0,0.0,64,Snow,0,371
nan,272.03,0.0,0.0,64,Mist,0,371
nan,271.85,0.0,0.0,90,Snow,0,822
nan,271.85,0.0,0.0,90,Mist,0,822
nan,271.58,0.0,0.0,64,Snow,0,2744
nan,271.58,0.0,0.0,64,Mist,0,2744
nan,271.18,0.0,0.0,64,Snow,0,4540
nan,271.18,0.0,0.0,64,Mist,0,4540
nan,271.3,0.0,0.0,64,Snow,1,4025
nan,271.3,0.0,0.0,64,Mist,1,4025
nan,271.3,1.52,0.0,64,Rain,1,4173
nan,271.3,1.52,0.0,64,Snow,1,4173
nan,271.3,1.52,0.0,64,Mist,1,4173
nan,271.53,1.27,0.0,90,Rain,1,3876
nan,271.53,1.27,0.0,90,Snow,1,3876
nan,271.53,1.27,0.0,90,Mist,1,3876
nan,271.45,1.52,0.0,90,Rain,0,3869
nan,271.45,1.52,0.0,90,Mist,0,3869
nan,271.45,1.52,0.0,90,Snow,0,3869
nan,271.45,1.52,0.0,90,Fog,0,3869
nan,271.6,0.51,0.0,64,Rain,0,3519
nan,271.6,0.51,0.0,64,Snow,0,3519
nan,271.6,0.51,0.0,64,Mist,0,3519
nan,271.42,0.0,0.0,64,Snow,0,3556
nan,271.42,0.0,0.0,64,Mist,0,3556
nan,271.45,0.0,0.0,64,Snow,0,3880
nan,271.45,0.0,0.0,64,Mist,0,3880
nan,271.3,0.0,0.0,64,Snow,0,4007
nan,271.3,0.0,0.0,64,Mist,0,4007
nan,271.44,0.0,0.0,64,Snow,0,4409
nan,271.44,0.0,0.0,64,Mist,0,4409
nan,271.5,0.0,0.0,90,Snow,0,4315
nan,271.5,0.0,0.0,90,Mist,0,4315
nan,271.5,0.0,0.0,90,Fog,0,4315
nan,271.12,0.25,0.0,64,Rain,1,4132
nan,271.12,0.25,0.0,64,Snow,1,4132
nan,271.12,0.25,0.0,64,Mist,1,4132
nan,270.88,0.25,0.0,64,Rain,1,3126
nan,270.88,0.25,0.0,64,Snow,1,3126
nan,269.95,0.0,0.0,90,Clouds,1,2316
nan,268.61,0.0,0.0,90,Clouds,0,1953
nan,268.01,0.0,0.0,64,Clouds,0,1725
nan,265.78,0.0,0.0,64,Clouds,0,1460
nan,264.46,0.0,0.0,64,Snow,0,892
nan,262.96,0.0,0.0,64,Snow,0,508
nan,261.62,0.0,0.0,64,Snow,0,326
nan,260.58,0.0,0.0,90,Clouds,0,273
nan,260.02,0.0,0.0,64,Clouds,0,369
nan,259.26,0.0,0.0,64,Clouds,0,835
nan,259.36,0.0,0.0,64,Clouds,0,2628
nan,259.12,0.0,0.0,64,Clouds,0,5075
nan,258.37,0.0,0.0,64,Haze,1,5630
nan,258.03,0.0,0.0,64,Clouds,1,5417
nan,257.72,0.0,0.0,64,Snow,1,5117
nan,257.95,0.0,0.0,20,Snow,0,4179
nan,258.55,0.0,0.0,64,Snow,0,4410
nan,259.08,0.0,0.0,40,Snow,0,4752
nan,259.45,0.0,0.0,64,Haze,0,4766
nan,259.53,0.0,0.0,64,Clouds,0,5139
nan,259.37,0.0,0.0,64,Clouds,0,5582
nan,258.83,0.0,0.0,64,Clouds,0,5792
nan,257.18,0.0,0.0,64,Clouds,1,5075
nan,256.72,0.0,0.0,64,Clouds,1,3172
nan,256.24,0.0,0.0,64,Clouds,0,2769
nan,255.95,0.0,0.0,64,Clouds,0,3504
nan,255.61,0.0,0.0,1,Clear,0,3496
nan,254.19,0.0,0.0,1,Clear,0,637
nan,253.13,0.0,0.0,1,Clear,0,374
nan,252.89,0.0,0.0,1,Clear,0,305
nan,252.63,0.0,0.0,1,Clear,0,377
nan,251.63,0.0,0.0,1,Clear,0,770
nan,251.94,0.0,0.0,1,Clear,0,2538
nan,251.74,0.0,0.0,1,Clear,0,5280
nan,250.81,0.0,0.0,1,Snow,1,5995
nan,251.88,0.0,0.0,5,Snow,1,5686
nan,251.88,0.0,0.0,5,Mist,1,5686
nan,252.91,0.0,0.0,1,Haze,1,4892
nan,254.81,0.0,0.0,64,Clouds,0,4811
nan,255.78,0.0,0.0,5,Clear,0,5000
nan,256.53,0.0,0.0,5,Clear,0,5237
nan,256.84,0.0,0.0,64,Clouds,0,5411
nan,256.97,0.0,0.0,64,Clouds,0,5661
nan,255.08,0.0,0.0,1,Clear,0,6058
nan,254.44,0.0,0.0,64,Clouds,1,5672
nan,252.8,0.0,0.0,1,Clear,1,4754
nan,252.15,0.0,0.0,1,Clear,1,3309
nan,251.15,0.0,0.0,1,Clear,0,2729
nan,251.14,0.0,0.0,1,Clear,0,2821
nan,251.14,0.0,0.0,1,Clear,0,2394
nan,250.63,0.0,0.0,1,Clear,0,1589
nan,249.88,0.0,0.0,1,Clear,0,1073
nan,249.63,0.0,0.0,1,Clear,0,660
nan,249.13,0.0,0.0,1,Clear,0,432
nan,248.89,0.0,0.0,1,Clear,0,317
nan,248.63,0.0,0.0,1,Clear,0,364
nan,249.63,0.0,0.0,75,Clouds,0,742
nan,248.73,0.0,0.0,75,Clouds,0,1193
nan,248.12,0.0,0.0,75,Clouds,1,2003
nan,248.16,0.0,0.0,1,Clear,1,2754
nan,249.83,0.0,0.0,1,Clear,1,3520
nan,251.83,0.0,0.0,1,Clear,0,3636
nan,254.25,0.0,0.0,64,Clouds,0,4737
nan,254.63,0.0,0.0,64,Clouds,0,4672
nan,255.46,0.0,0.0,5,Clear,0,4704
nan,255.1,0.0,0.0,40,Clouds,0,4839
nan,253.46,0.0,0.0,40,Clouds,1,4806
nan,252.46,0.0,0.0,1,Clear,1,4893
nan,252.14,0.0,0.0,1,Clear,1,3101
nan,250.11,0.0,0.0,1,Clear,0,2342
nan,250.36,0.0,0.0,1,Clear,0,2450
nan,250.12,0.0,0.0,1,Clear,0,3318
nan,251.48,0.0,0.0,1,Clear,0,1716
nan,250.61,0.0,0.0,1,Clear,0,1122
nan,251.35,0.0,0.0,1,Clear,0,688
nan,252.97,0.0,0.0,40,Clouds,0,541
nan,255.18,0.0,0.0,64,Snow,0,271
nan,255.57,0.0,0.0,64,Snow,0,425
nan,255.94,0.0,0.0,64,Snow,0,797
nan,255.94,0.0,0.0,64,Mist,0,797
nan,256.21,0.0,0.0,64,Snow,1,981
nan,256.21,0.0,0.0,64,Mist,1,981
nan,256.92,0.25,0.0,64,Rain,1,1539
nan,256.92,0.25,0.0,64,Snow,1,1539
nan,256.92,0.25,0.0,64,Mist,1,1539
nan,257.35,0.25,0.0,90,Rain,1,2087
nan,257.35,0.25,0.0,90,Snow,1,2087
nan,257.35,0.25,0.0,90,Mist,1,2087
nan,258.05,0.25,0.0,64,Rain,0,2663
nan,258.05,0.25,0.0,64,Snow,0,2663
nan,258.05,0.25,0.0,64,Mist,0,2663
nan,259.37,0.0,0.0,64,Snow,0,2820
nan,260.17,1.02,0.0,90,Rain,0,3313
nan,260.17,1.02,0.0,90,Snow,0,3313
nan,260.88,0.0,0.0,64,Snow,0,3453
nan,261.27,0.0,0.0,64,Snow,0,3303
nan,261.72,0.0,0.0,90,Snow,0,3344
nan,261.59,0.0,0.0,64,Snow,0,3363
nan,260.34,0.25,0.0,64,Rain,1,3257
nan,260.34,0.25,0.0,64,Snow,1,3257
nan,260.85,0.0,0.0,64,Snow,1,3033
nan,260.5,0.25,0.0,64,Rain,0,2926
nan,260.5,0.25,0.0,64,Snow,0,2926
nan,260.5,0.25,0.0,64,Mist,0,2926
nan,260.69,0.0,0.0,90,Snow,0,1744
nan,260.69,0.0,0.0,90,Mist,0,1744
nan,260.79,0.25,0.0,64,Rain,0,1390
nan,260.79,0.25,0.0,64,Snow,0,1390
nan,260.79,0.25,0.0,64,Mist,0,1390
nan,260.69,0.0,0.0,64,Snow,0,840
nan,260.69,0.0,0.0,64,Mist,0,840
nan,260.81,0.0,0.0,90,Snow,0,471
nan,260.81,0.0,0.0,90,Mist,0,471
nan,260.53,0.0,0.0,90,Snow,0,291
nan,260.53,0.0,0.0,90,Mist,0,291
nan,259.15,0.0,0.0,64,Snow,0,231
nan,259.15,0.0,0.0,64,Mist,0,231
nan,259.09,0.0,0.0,64,Snow,0,307
nan,259.09,0.0,0.0,64,Mist,0,307
nan,258.05,0.0,0.0,64,Mist,0,807
nan,258.05,0.0,0.0,64,Snow,0,807
nan,256.47,0.0,0.0,64,Clouds,0,2596
nan,256.15,0.0,0.0,90,Haze,0,4817
nan,254.19,0.0,0.0,40,Haze,1,5158
nan,252.62,0.0,0.0,40,Snow,1,4719
nan,254.14,0.0,0.0,40,Snow,0,4177
nan,254.8,0.0,0.0,40,Snow,0,4143
nan,255.04,0.0,0.0,64,Clouds,0,4597
nan,255.44,0.0,0.0,64,Clouds,0,4849
nan,255.2,0.0,0.0,64,Clouds,0,5356
nan,254.15,0.0,0.0,64,Clouds,0,5808
nan,252.8,0.0,0.0,64,Clouds,1,5670
nan,252.13,0.0,0.0,64,Clouds,1,3933
nan,252.8,0.0,0.0,64,Clouds,1,2863
nan,253.36,0.0,0.0,5,Clear,0,2318
nan,253.64,0.0,0.0,75,Clouds,0,1960
nan,255.94,0.0,0.0,64,Snow,0,1008
nan,256.98,0.0,0.0,64,Snow,0,276
nan,257.86,0.0,0.0,64,Snow,0,257
nan,257.86,0.0,0.0,64,Mist,0,257
nan,259.4,0.0,0.0,90,Snow,0,362
nan,259.4,0.0,0.0,90,Mist,0,362
nan,260.24,0.0,0.0,64,Snow,0,791
nan,260.24,0.0,0.0,64,Mist,0,791
nan,260.59,0.0,0.0,64,Snow,0,2627
nan,260.59,0.0,0.0,64,Mist,0,2627
nan,259.3,0.0,0.0,64,Snow,0,4822
nan,259.3,0.0,0.0,64,Mist,0,4822
nan,259.3,0.0,0.0,64,Haze,0,4822
nan,257.34,0.0,0.0,64,Clouds,1,4738
nan,256.06,0.0,0.0,64,Clouds,1,4642
nan,255.37,0.0,0.0,64,Clouds,1,5216
nan,255.99,0.0,0.0,64,Clouds,0,4681
nan,256.82,0.0,0.0,64,Clouds,0,4494
nan,257.28,0.0,0.0,64,Snow,0,4481
nan,258.15,0.0,0.0,64,Clouds,0,4699
nan,258.76,0.0,0.0,64,Clouds,0,5084
