age,job,okok,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
35,blue-collar,married,secondary,no,503.0,yes,yes,unknown,9.0,may,57.0,2.0,-1.0,0.0,unknown,no
40,blue-collar,married,secondary,no,1245.0,yes,no,unknown,9.0,may,306.0,1.0,-1.0,0.0,unknown,no
42,blue-collar,married,secondary,no,117.0,yes,no,unknown,9.0,may,147.0,1.0,-1.0,0.0,unknown,no
34,technician,single,tertiary,yes,33.0,yes,yes,unknown,9.0,may,244.0,1.0,-1.0,0.0,unknown,no
41,technician,single,secondary,no,-320.0,yes,no,unknown,9.0,may,128.0,1.0,-1.0,0.0,unknown,no
43,blue-collar,divorced,primary,no,49.0,yes,no,unknown,9.0,may,100.0,1.0,-1.0,0.0,unknown,no
37,management,married,tertiary,no,0.0,yes,no,unknown,9.0,may,59.0,1.0,-1.0,0.0,unknown,no
26,blue-collar,single,secondary,no,100.0,yes,no,unknown,9.0,may,24.0,1.0,-1.0,0.0,unknown,no
32,housemaid,married,primary,no,344.0,yes,no,unknown,9.0,may,85.0,2.0,-1.0,0.0,unknown,no
51,blue-collar,married,secondary,no,-286.0,yes,no,unknown,9.0,may,70.0,1.0,-1.0,0.0,unknown,no
38,blue-collar,single,secondary,no,57.0,yes,no,unknown,9.0,may,21.0,1.0,-1.0,0.0,unknown,no
51,unemployed,divorced,secondary,no,370.0,no,no,unknown,9.0,may,167.0,1.0,-1.0,0.0,unknown,no
49,services,divorced,secondary,no,470.0,yes,no,unknown,9.0,may,659.0,2.0,-1.0,0.0,unknown,no
31,housemaid,married,secondary,no,0.0,yes,no,unknown,9.0,may,327.0,2.0,-1.0,0.0,unknown,no
33,blue-collar,married,primary,no,767.0,yes,no,unknown,9.0,may,296.0,3.0,-1.0,0.0,unknown,no
30,admin.,single,unknown,yes,1.0,no,no,unknown,9.0,may,307.0,1.0,-1.0,0.0,unknown,no
33,technician,married,secondary,no,0.0,no,no,unknown,9.0,may,120.0,1.0,-1.0,0.0,unknown,no
41,unemployed,married,secondary,no,121.0,yes,no,unknown,9.0,may,390.0,2.0,-1.0,0.0,unknown,no
37,blue-collar,married,secondary,no,190.0,yes,no,unknown,9.0,may,83.0,2.0,-1.0,0.0,unknown,no
33,blue-collar,married,primary,no,120.0,yes,no,unknown,9.0,may,250.0,1.0,-1.0,0.0,unknown,no
32,services,married,secondary,no,2068.0,yes,yes,unknown,9.0,may,143.0,1.0,-1.0,0.0,unknown,no
46,technician,married,secondary,no,332.0,yes,no,unknown,9.0,may,772.0,1.0,-1.0,0.0,unknown,yes
34,management,single,tertiary,no,-322.0,no,no,unknown,9.0,may,198.0,1.0,-1.0,0.0,unknown,no
32,blue-collar,married,primary,no,274.0,yes,no,unknown,9.0,may,21.0,3.0,-1.0,0.0,unknown,no
43,blue-collar,single,secondary,no,3.0,yes,no,unknown,9.0,may,929.0,3.0,-1.0,0.0,unknown,yes
28,blue-collar,married,secondary,no,6.0,yes,no,unknown,9.0,may,254.0,1.0,-1.0,0.0,unknown,no
46,technician,divorced,tertiary,no,288.0,yes,no,unknown,9.0,may,166.0,1.0,-1.0,0.0,unknown,no
52,services,divorced,primary,no,146.0,yes,no,unknown,9.0,may,93.0,1.0,-1.0,0.0,unknown,no
34,blue-collar,married,secondary,no,286.0,yes,no,unknown,9.0,may,134.0,2.0,-1.0,0.0,unknown,no
27,technician,divorced,secondary,no,114.0,yes,yes,unknown,9.0,may,375.0,2.0,-1.0,0.0,unknown,no
32,technician,single,tertiary,no,190.0,yes,yes,unknown,9.0,may,352.0,1.0,-1.0,0.0,unknown,no
37,blue-collar,single,secondary,no,111.0,yes,no,unknown,9.0,may,217.0,2.0,-1.0,0.0,unknown,no
29,management,married,tertiary,no,246.0,yes,no,unknown,9.0,may,45.0,1.0,-1.0,0.0,unknown,no
40,housemaid,divorced,secondary,no,108.0,no,no,unknown,9.0,may,93.0,1.0,-1.0,0.0,unknown,no
47,technician,married,primary,no,187.0,yes,no,unknown,9.0,may,165.0,1.0,-1.0,0.0,unknown,no
34,blue-collar,married,secondary,no,457.0,yes,no,unknown,9.0,may,266.0,1.0,-1.0,0.0,unknown,no
25,admin.,single,secondary,no,131.0,yes,yes,unknown,9.0,may,237.0,1.0,-1.0,0.0,unknown,no
30,management,married,tertiary,no,1825.0,yes,no,unknown,9.0,may,164.0,1.0,-1.0,0.0,unknown,no
31,admin.,married,secondary,no,307.0,yes,no,unknown,9.0,may,538.0,1.0,-1.0,0.0,unknown,yes
35,blue-collar,married,secondary,yes,-198.0,yes,no,unknown,9.0,may,72.0,2.0,-1.0,0.0,unknown,no
32,blue-collar,divorced,secondary,no,739.0,yes,no,unknown,9.0,may,171.0,1.0,-1.0,0.0,unknown,no
28,blue-collar,single,secondary,no,759.0,yes,no,unknown,9.0,may,710.0,1.0,-1.0,0.0,unknown,yes
27,services,single,secondary,no,777.0,yes,no,unknown,9.0,may,131.0,3.0,-1.0,0.0,unknown,no
37,blue-collar,married,primary,no,378.0,yes,no,unknown,9.0,may,514.0,1.0,-1.0,0.0,unknown,no
35,blue-collar,single,primary,no,337.0,yes,no,unknown,9.0,may,127.0,1.0,-1.0,0.0,unknown,no
34,blue-collar,married,primary,no,-78.0,yes,no,unknown,9.0,may,198.0,1.0,-1.0,0.0,unknown,no
31,admin.,married,secondary,no,355.0,yes,no,unknown,9.0,may,239.0,1.0,-1.0,0.0,unknown,no
36,management,divorced,tertiary,no,133.0,yes,no,unknown,9.0,may,117.0,1.0,-1.0,0.0,unknown,no
38,technician,married,secondary,no,32.0,yes,no,unknown,9.0,may,705.0,1.0,-1.0,0.0,unknown,no
25,services,married,secondary,no,55.0,yes,yes,unknown,9.0,may,155.0,1.0,-1.0,0.0,unknown,no
51,management,single,tertiary,no,417.0,yes,no,unknown,9.0,may,18.0,1.0,-1.0,0.0,unknown,no
26,blue-collar,single,secondary,no,153.0,yes,no,unknown,9.0,may,386.0,1.0,-1.0,0.0,unknown,no
40,retired,married,tertiary,no,794.0,no,no,unknown,9.0,may,138.0,1.0,-1.0,0.0,unknown,no
26,services,single,secondary,no,187.0,yes,no,unknown,9.0,may,341.0,1.0,-1.0,0.0,unknown,no
36,services,married,secondary,no,335.0,yes,no,unknown,9.0,may,339.0,2.0,-1.0,0.0,unknown,no
59,blue-collar,married,secondary,no,1407.0,yes,no,unknown,9.0,may,232.0,1.0,-1.0,0.0,unknown,no
26,blue-collar,single,secondary,no,-116.0,yes,yes,unknown,9.0,may,208.0,1.0,-1.0,0.0,unknown,no
49,self-employed,married,tertiary,no,1842.0,yes,no,unknown,9.0,may,124.0,2.0,-1.0,0.0,unknown,no
33,blue-collar,married,primary,no,329.0,yes,no,unknown,9.0,may,44.0,1.0,-1.0,0.0,unknown,no
31,blue-collar,married,secondary,no,428.0,yes,no,unknown,9.0,may,75.0,1.0,-1.0,0.0,unknown,no
59,management,single,secondary,no,181.0,yes,no,unknown,9.0,may,485.0,1.0,-1.0,0.0,unknown,no
38,entrepreneur,married,secondary,no,2139.0,yes,no,unknown,9.0,may,576.0,1.0,-1.0,0.0,unknown,no
37,services,single,secondary,no,253.0,yes,yes,unknown,9.0,may,280.0,1.0,-1.0,0.0,unknown,no
31,unemployed,single,tertiary,no,133.0,yes,no,unknown,9.0,may,480.0,2.0,-1.0,0.0,unknown,no
54,retired,married,secondary,no,785.0,yes,no,unknown,9.0,may,86.0,2.0,-1.0,0.0,unknown,no
41,blue-collar,married,primary,no,-45.0,yes,yes,unknown,9.0,may,121.0,4.0,-1.0,0.0,unknown,no
44,management,married,tertiary,no,223.0,yes,no,unknown,9.0,may,93.0,2.0,-1.0,0.0,unknown,no
28,admin.,single,secondary,no,2831.0,yes,no,unknown,9.0,may,211.0,3.0,-1.0,0.0,unknown,no
22,student,single,secondary,no,2412.0,yes,no,unknown,9.0,may,238.0,2.0,-1.0,0.0,unknown,no
31,blue-collar,married,primary,no,11.0,yes,no,unknown,9.0,may,399.0,3.0,-1.0,0.0,unknown,no
36,services,married,secondary,no,211.0,yes,no,unknown,9.0,may,93.0,2.0,-1.0,0.0,unknown,no
37,admin.,divorced,secondary,no,34.0,yes,no,unknown,9.0,may,144.0,3.0,-1.0,0.0,unknown,no
54,admin.,married,secondary,no,222.0,yes,no,unknown,9.0,may,45.0,2.0,-1.0,0.0,unknown,no
28,management,single,tertiary,no,3285.0,yes,no,unknown,9.0,may,98.0,1.0,-1.0,0.0,unknown,no
42,blue-collar,married,primary,no,-67.0,yes,no,unknown,9.0,may,128.0,1.0,-1.0,0.0,unknown,no
35,technician,single,tertiary,no,670.0,yes,no,unknown,9.0,may,106.0,1.0,-1.0,0.0,unknown,no
29,admin.,married,secondary,no,0.0,yes,no,unknown,9.0,may,121.0,1.0,-1.0,0.0,unknown,no
59,blue-collar,single,primary,no,96.0,yes,no,unknown,9.0,may,123.0,1.0,-1.0,0.0,unknown,no
46,blue-collar,married,secondary,no,-3.0,yes,no,unknown,9.0,may,92.0,2.0,-1.0,0.0,unknown,no
32,self-employed,single,secondary,no,123.0,yes,no,unknown,9.0,may,278.0,1.0,-1.0,0.0,unknown,no
43,management,divorced,tertiary,no,443.0,yes,no,unknown,9.0,may,219.0,1.0,-1.0,0.0,unknown,no
41,blue-collar,married,primary,no,406.0,yes,no,unknown,9.0,may,2462.0,1.0,-1.0,0.0,unknown,no
31,admin.,married,secondary,no,535.0,no,no,unknown,9.0,may,249.0,3.0,-1.0,0.0,unknown,no
26,services,single,secondary,no,302.0,yes,no,unknown,9.0,may,210.0,1.0,-1.0,0.0,unknown,no
29,blue-collar,married,primary,yes,-43.0,yes,no,unknown,9.0,may,484.0,1.0,-1.0,0.0,unknown,no
31,services,married,secondary,no,-346.0,no,no,unknown,9.0,may,187.0,1.0,-1.0,0.0,unknown,no
37,blue-collar,divorced,secondary,no,-271.0,yes,no,unknown,9.0,may,172.0,1.0,-1.0,0.0,unknown,no
35,technician,married,secondary,no,55.0,yes,no,unknown,9.0,may,79.0,4.0,-1.0,0.0,unknown,no
31,technician,single,tertiary,no,375.0,yes,no,unknown,9.0,may,207.0,1.0,-1.0,0.0,unknown,no
30,blue-collar,married,secondary,no,-2.0,yes,no,unknown,9.0,may,136.0,2.0,-1.0,0.0,unknown,no
29,blue-collar,single,primary,no,-680.0,yes,no,unknown,9.0,may,117.0,2.0,-1.0,0.0,unknown,no
29,admin.,divorced,secondary,no,0.0,no,no,unknown,9.0,may,393.0,1.0,-1.0,0.0,unknown,no
39,blue-collar,single,secondary,no,217.0,yes,no,unknown,9.0,may,107.0,1.0,-1.0,0.0,unknown,no
31,blue-collar,single,secondary,no,160.0,yes,no,unknown,9.0,may,25.0,1.0,-1.0,0.0,unknown,no
27,management,single,tertiary,no,118.0,yes,no,unknown,9.0,may,132.0,3.0,-1.0,0.0,unknown,no
22,admin.,single,secondary,no,-1.0,yes,no,unknown,9.0,may,136.0,1.0,-1.0,0.0,unknown,no
31,management,single,secondary,no,453.0,yes,no,unknown,9.0,may,384.0,2.0,-1.0,0.0,unknown,no
39,blue-collar,single,secondary,no,169.0,yes,no,unknown,9.0,may,38.0,1.0,-1.0,0.0,unknown,no
25,admin.,single,secondary,no,787.0,yes,no,unknown,9.0,may,164.0,1.0,-1.0,0.0,unknown,no
27,self-employed,single,secondary,no,78.0,yes,no,unknown,9.0,may,825.0,1.0,-1.0,0.0,unknown,no
28,technician,single,tertiary,no,2269.0,yes,no,unknown,9.0,may,331.0,1.0,-1.0,0.0,unknown,no
31,unemployed,married,primary,no,213.0,yes,no,unknown,9.0,may,479.0,2.0,-1.0,0.0,unknown,no
46,technician,divorced,secondary,no,164.0,yes,no,unknown,9.0,may,229.0,2.0,-1.0,0.0,unknown,no
37,blue-collar,married,secondary,no,934.0,no,no,unknown,9.0,may,258.0,2.0,-1.0,0.0,unknown,no
27,services,single,secondary,no,4.0,yes,yes,unknown,9.0,may,490.0,1.0,-1.0,0.0,unknown,no
34,unemployed,divorced,secondary,no,354.0,yes,no,unknown,9.0,may,308.0,1.0,-1.0,0.0,unknown,no
30,technician,single,secondary,no,23.0,yes,no,unknown,9.0,may,137.0,1.0,-1.0,0.0,unknown,no
23,student,single,secondary,no,318.0,yes,no,unknown,9.0,may,545.0,2.0,-1.0,0.0,unknown,no
33,technician,divorced,secondary,yes,-305.0,no,yes,unknown,9.0,may,109.0,1.0,-1.0,0.0,unknown,no
43,admin.,married,secondary,no,616.0,yes,no,unknown,9.0,may,168.0,2.0,-1.0,0.0,unknown,no
50,blue-collar,married,primary,no,2590.0,yes,no,unknown,9.0,may,257.0,6.0,-1.0,0.0,unknown,no
31,technician,married,secondary,no,1868.0,yes,no,unknown,9.0,may,213.0,2.0,-1.0,0.0,unknown,no
32,blue-collar,single,secondary,no,-578.0,no,no,unknown,9.0,may,115.0,1.0,-1.0,0.0,unknown,no
32,admin.,single,secondary,no,-227.0,yes,yes,unknown,9.0,may,646.0,1.0,-1.0,0.0,unknown,no
37,technician,divorced,secondary,no,1981.0,yes,no,unknown,9.0,may,106.0,1.0,-1.0,0.0,unknown,no
60,management,divorced,unknown,no,404.0,yes,no,unknown,9.0,may,95.0,2.0,-1.0,0.0,unknown,no
47,blue-collar,divorced,secondary,no,65.0,yes,no,unknown,9.0,may,205.0,1.0,-1.0,0.0,unknown,no
32,blue-collar,married,secondary,yes,-1.0,yes,no,unknown,9.0,may,653.0,1.0,-1.0,0.0,unknown,yes
34,services,married,secondary,no,-68.0,yes,no,unknown,9.0,may,122.0,1.0,-1.0,0.0,unknown,no
36,blue-collar,divorced,unknown,no,0.0,yes,no,unknown,9.0,may,377.0,1.0,-1.0,0.0,unknown,no
28,services,single,secondary,no,229.0,yes,no,unknown,9.0,may,322.0,1.0,-1.0,0.0,unknown,no
31,services,divorced,secondary,no,1656.0,yes,no,unknown,9.0,may,208.0,3.0,-1.0,0.0,unknown,no
43,housemaid,married,primary,no,1342.0,yes,yes,unknown,9.0,may,46.0,2.0,-1.0,0.0,unknown,no
32,unemployed,single,secondary,no,331.0,yes,no,unknown,9.0,may,211.0,2.0,-1.0,0.0,unknown,no
31,services,married,secondary,no,238.0,yes,yes,unknown,9.0,may,156.0,2.0,-1.0,0.0,unknown,no
56,admin.,married,primary,no,202.0,yes,no,unknown,9.0,may,178.0,2.0,-1.0,0.0,unknown,no
34,management,single,tertiary,no,318.0,yes,no,unknown,9.0,may,133.0,2.0,-1.0,0.0,unknown,no
46,technician,single,secondary,yes,-1124.0,yes,yes,unknown,9.0,may,206.0,2.0,-1.0,0.0,unknown,no
27,admin.,single,secondary,no,662.0,yes,no,unknown,9.0,may,544.0,1.0,-1.0,0.0,unknown,no
33,blue-collar,married,secondary,no,1790.0,yes,yes,unknown,9.0,may,143.0,1.0,-1.0,0.0,unknown,no
35,blue-collar,married,primary,no,198.0,yes,no,unknown,9.0,may,471.0,2.0,-1.0,0.0,unknown,no
29,management,single,tertiary,no,726.0,yes,no,unknown,9.0,may,200.0,3.0,-1.0,0.0,unknown,no
39,management,married,tertiary,no,183.0,yes,no,unknown,9.0,may,324.0,2.0,-1.0,0.0,unknown,no
48,blue-collar,married,secondary,no,149.0,yes,no,unknown,9.0,may,71.0,1.0,-1.0,0.0,unknown,no
58,blue-collar,married,primary,no,-91.0,yes,no,unknown,9.0,may,164.0,5.0,-1.0,0.0,unknown,no
36,blue-collar,married,secondary,no,-9.0,yes,no,unknown,9.0,may,137.0,3.0,-1.0,0.0,unknown,no
33,blue-collar,married,primary,no,134.0,yes,no,unknown,9.0,may,91.0,2.0,-1.0,0.0,unknown,no
32,management,married,tertiary,no,0.0,no,no,unknown,9.0,may,280.0,1.0,-1.0,0.0,unknown,no
32,entrepreneur,single,tertiary,no,6259.0,yes,no,unknown,9.0,may,230.0,2.0,-1.0,0.0,unknown,no
31,admin.,married,secondary,no,27.0,no,yes,unknown,9.0,may,63.0,1.0,-1.0,0.0,unknown,no
30,blue-collar,single,primary,no,383.0,yes,no,unknown,9.0,may,135.0,1.0,-1.0,0.0,unknown,no
30,management,single,tertiary,no,1108.0,yes,yes,unknown,9.0,may,261.0,1.0,-1.0,0.0,unknown,no
40,blue-collar,married,primary,no,117.0,yes,no,unknown,9.0,may,215.0,2.0,-1.0,0.0,unknown,no
35,blue-collar,married,primary,no,108.0,yes,no,unknown,9.0,may,200.0,4.0,-1.0,0.0,unknown,no
42,blue-collar,married,primary,no,479.0,yes,no,unknown,9.0,may,391.0,2.0,-1.0,0.0,unknown,no
60,technician,married,primary,no,65.0,yes,no,unknown,9.0,may,1028.0,2.0,-1.0,0.0,unknown,yes
28,services,single,secondary,no,234.0,no,no,unknown,9.0,may,107.0,3.0,-1.0,0.0,unknown,no
29,admin.,single,secondary,no,-53.0,yes,no,unknown,9.0,may,108.0,2.0,-1.0,0.0,unknown,no
33,unemployed,married,secondary,no,-131.0,yes,yes,unknown,9.0,may,145.0,2.0,-1.0,0.0,unknown,no
23,services,single,secondary,no,-39.0,yes,yes,unknown,9.0,may,142.0,2.0,-1.0,0.0,unknown,no
34,blue-collar,married,primary,no,139.0,yes,no,unknown,9.0,may,106.0,1.0,-1.0,0.0,unknown,no
29,services,single,secondary,no,262.0,yes,no,unknown,9.0,may,134.0,1.0,-1.0,0.0,unknown,no
32,blue-collar,single,secondary,no,160.0,yes,no,unknown,9.0,may,190.0,1.0,-1.0,0.0,unknown,no
55,services,married,secondary,no,186.0,yes,yes,unknown,9.0,may,241.0,1.0,-1.0,0.0,unknown,no
39,retired,single,primary,no,-79.0,no,no,unknown,9.0,may,180.0,1.0,-1.0,0.0,unknown,no
37,admin.,single,secondary,no,1113.0,yes,no,unknown,9.0,may,237.0,1.0,-1.0,0.0,unknown,no
26,blue-collar,single,secondary,no,82.0,yes,no,unknown,9.0,may,654.0,1.0,-1.0,0.0,unknown,yes
35,management,divorced,tertiary,no,321.0,yes,no,unknown,9.0,may,189.0,1.0,-1.0,0.0,unknown,no
26,management,single,tertiary,no,1326.0,yes,no,unknown,9.0,may,70.0,1.0,-1.0,0.0,unknown,no
34,technician,single,tertiary,no,2257.0,yes,no,unknown,9.0,may,62.0,1.0,-1.0,0.0,unknown,no
55,blue-collar,married,primary,no,1373.0,no,no,unknown,9.0,may,1087.0,2.0,-1.0,0.0,unknown,no
39,services,married,secondary,no,304.0,yes,yes,unknown,9.0,may,323.0,1.0,-1.0,0.0,unknown,no
27,student,married,tertiary,no,659.0,yes,no,unknown,9.0,may,111.0,2.0,-1.0,0.0,unknown,no
30,entrepreneur,single,secondary,no,491.0,yes,no,unknown,9.0,may,197.0,4.0,-1.0,0.0,unknown,no
28,management,single,unknown,yes,101.0,yes,no,unknown,9.0,may,224.0,3.0,-1.0,0.0,unknown,no
33,blue-collar,single,secondary,no,33.0,yes,no,unknown,9.0,may,557.0,1.0,-1.0,0.0,unknown,no
43,management,married,tertiary,no,291.0,yes,no,unknown,9.0,may,150.0,2.0,-1.0,0.0,unknown,no
50,services,married,tertiary,no,218.0,yes,no,unknown,9.0,may,388.0,2.0,-1.0,0.0,unknown,no
26,blue-collar,single,primary,no,102.0,yes,no,unknown,9.0,may,89.0,1.0,-1.0,0.0,unknown,no
33,blue-collar,married,secondary,no,88.0,yes,no,unknown,9.0,may,57.0,2.0,-1.0,0.0,unknown,no
47,blue-collar,married,primary,no,94.0,yes,no,unknown,9.0,may,209.0,3.0,-1.0,0.0,unknown,no
33,management,single,secondary,no,-665.0,yes,yes,unknown,9.0,may,188.0,1.0,-1.0,0.0,unknown,no
34,blue-collar,married,secondary,yes,-331.0,yes,yes,unknown,9.0,may,342.0,1.0,-1.0,0.0,unknown,no
33,blue-collar,single,secondary,no,550.0,yes,no,unknown,9.0,may,84.0,1.0,-1.0,0.0,unknown,no
23,student,single,secondary,no,151.0,yes,no,unknown,9.0,may,97.0,1.0,-1.0,0.0,unknown,no
29,self-employed,single,tertiary,no,5406.0,no,no,unknown,9.0,may,530.0,2.0,-1.0,0.0,unknown,no
33,blue-collar,married,secondary,no,269.0,yes,no,unknown,9.0,may,365.0,1.0,-1.0,0.0,unknown,no
41,management,married,unknown,no,2457.0,yes,no,unknown,9.0,may,285.0,1.0,-1.0,0.0,unknown,no
27,blue-collar,single,secondary,no,45.0,yes,no,unknown,9.0,may,352.0,1.0,-1.0,0.0,unknown,no
34,blue-collar,single,secondary,no,610.0,yes,no,unknown,9.0,may,316.0,3.0,-1.0,0.0,unknown,no
53,management,married,secondary,no,-133.0,yes,no,unknown,9.0,may,126.0,2.0,-1.0,0.0,unknown,no
34,management,single,secondary,no,66.0,yes,no,unknown,9.0,may,76.0,2.0,-1.0,0.0,unknown,no
40,blue-collar,married,secondary,no,10.0,yes,no,unknown,9.0,may,1692.0,2.0,-1.0,0.0,unknown,yes
27,blue-collar,married,tertiary,no,350.0,no,no,unknown,9.0,may,24.0,1.0,-1.0,0.0,unknown,no
33,services,married,tertiary,no,546.0,yes,yes,unknown,9.0,may,253.0,1.0,-1.0,0.0,unknown,no
40,technician,single,secondary,no,360.0,yes,no,unknown,9.0,may,73.0,1.0,-1.0,0.0,unknown,no
21,student,single,secondary,no,6.0,no,no,unknown,9.0,may,622.0,1.0,-1.0,0.0,unknown,no
31,blue-collar,married,secondary,no,0.0,yes,no,unknown,9.0,may,133.0,1.0,-1.0,0.0,unknown,no
51,blue-collar,married,secondary,no,22.0,yes,yes,unknown,9.0,may,178.0,1.0,-1.0,0.0,unknown,no
26,technician,single,secondary,no,57.0,yes,no,unknown,9.0,may,404.0,2.0,-1.0,0.0,unknown,no
26,management,married,primary,no,1349.0,yes,no,unknown,9.0,may,275.0,1.0,-1.0,0.0,unknown,no
32,admin.,single,secondary,no,708.0,no,no,unknown,9.0,may,109.0,1.0,-1.0,0.0,unknown,no
31,blue-collar,married,secondary,no,1329.0,yes,yes,unknown,9.0,may,134.0,1.0,-1.0,0.0,unknown,no
27,unemployed,married,primary,no,7459.0,yes,no,unknown,9.0,may,407.0,2.0,-1.0,0.0,unknown,no
58,retired,divorced,primary,no,47.0,yes,no,unknown,9.0,may,225.0,1.0,-1.0,0.0,unknown,no
39,services,married,unknown,no,-516.0,yes,no,unknown,9.0,may,86.0,2.0,-1.0,0.0,unknown,no
30,services,married,secondary,no,0.0,yes,no,unknown,9.0,may,20.0,1.0,-1.0,0.0,unknown,no
29,technician,single,tertiary,no,433.0,yes,no,unknown,9.0,may,247.0,1.0,-1.0,0.0,unknown,no
38,technician,married,secondary,yes,9.0,yes,no,unknown,9.0,may,129.0,3.0,-1.0,0.0,unknown,no
29,management,married,tertiary,no,-6.0,yes,no,unknown,9.0,may,324.0,1.0,-1.0,0.0,unknown,no
28,blue-collar,single,secondary,no,-197.0,yes,no,unknown,9.0,may,2016.0,2.0,-1.0,0.0,unknown,yes
41,blue-collar,single,secondary,no,184.0,yes,no,unknown,9.0,may,1054.0,2.0,-1.0,0.0,unknown,no
43,blue-collar,married,primary,no,336.0,yes,no,unknown,9.0,may,256.0,5.0,-1.0,0.0,unknown,no
43,blue-collar,single,primary,no,36.0,yes,no,unknown,9.0,may,163.0,2.0,-1.0,0.0,unknown,no
37,technician,married,secondary,no,277.0,yes,no,unknown,9.0,may,251.0,2.0,-1.0,0.0,unknown,no
46,blue-collar,divorced,primary,no,452.0,yes,no,unknown,9.0,may,113.0,4.0,-1.0,0.0,unknown,no
53,blue-collar,married,secondary,no,-135.0,yes,no,unknown,9.0,may,193.0,2.0,-1.0,0.0,unknown,no
28,blue-collar,single,secondary,no,7.0,yes,yes,unknown,9.0,may,125.0,3.0,-1.0,0.0,unknown,no
41,admin.,married,secondary,no,442.0,yes,yes,unknown,9.0,may,344.0,2.0,-1.0,0.0,unknown,no
36,blue-collar,married,secondary,no,590.0,yes,no,unknown,9.0,may,282.0,2.0,-1.0,0.0,unknown,no
37,technician,married,tertiary,no,447.0,yes,no,unknown,9.0,may,1170.0,1.0,-1.0,0.0,unknown,no
38,blue-collar,married,secondary,no,49.0,yes,no,unknown,9.0,may,408.0,2.0,-1.0,0.0,unknown,no
32,technician,married,secondary,no,1118.0,yes,yes,unknown,9.0,may,128.0,2.0,-1.0,0.0,unknown,no
33,blue-collar,divorced,primary,no,390.0,yes,no,unknown,9.0,may,665.0,2.0,-1.0,0.0,unknown,yes
28,technician,single,secondary,no,-125.0,yes,no,unknown,9.0,may,67.0,3.0,-1.0,0.0,unknown,no
52,blue-collar,divorced,primary,no,-97.0,yes,yes,unknown,9.0,may,167.0,4.0,-1.0,0.0,unknown,no
30,blue-collar,single,secondary,no,18.0,no,no,unknown,9.0,may,395.0,1.0,-1.0,0.0,unknown,no
37,blue-collar,married,secondary,no,131.0,yes,no,unknown,9.0,may,137.0,2.0,-1.0,0.0,unknown,no
27,technician,single,secondary,no,527.0,yes,no,unknown,9.0,may,118.0,1.0,-1.0,0.0,unknown,no
31,services,married,secondary,no,1129.0,yes,no,unknown,9.0,may,231.0,2.0,-1.0,0.0,unknown,no
47,management,divorced,tertiary,no,266.0,yes,no,unknown,9.0,may,128.0,1.0,-1.0,0.0,unknown,no
33,blue-collar,single,secondary,no,687.0,yes,no,unknown,9.0,may,174.0,1.0,-1.0,0.0,unknown,no
46,blue-collar,married,primary,no,1726.0,yes,yes,unknown,9.0,may,195.0,1.0,-1.0,0.0,unknown,no
38,blue-collar,married,secondary,no,-388.0,yes,no,unknown,9.0,may,412.0,1.0,-1.0,0.0,unknown,no
33,blue-collar,single,primary,no,92.0,yes,no,unknown,9.0,may,127.0,1.0,-1.0,0.0,unknown,no
44,blue-collar,married,primary,no,-11.0,yes,no,unknown,9.0,may,13.0,1.0,-1.0,0.0,unknown,no
35,management,married,tertiary,no,1510.0,yes,no,unknown,9.0,may,61.0,1.0,-1.0,0.0,unknown,no
38,blue-collar,married,secondary,no,171.0,yes,no,unknown,9.0,may,286.0,5.0,-1.0,0.0,unknown,no
56,blue-collar,married,primary,no,420.0,yes,no,unknown,9.0,may,76.0,1.0,-1.0,0.0,unknown,no
33,technician,single,secondary,no,513.0,yes,no,unknown,9.0,may,53.0,4.0,-1.0,0.0,unknown,no
45,services,married,primary,no,137.0,yes,no,unknown,9.0,may,274.0,2.0,-1.0,0.0,unknown,no
30,services,married,primary,no,21.0,yes,no,unknown,9.0,may,409.0,3.0,-1.0,0.0,unknown,no
34,admin.,married,secondary,no,-312.0,yes,no,unknown,9.0,may,232.0,1.0,-1.0,0.0,unknown,no
32,blue-collar,married,secondary,no,-208.0,yes,yes,unknown,9.0,may,325.0,1.0,-1.0,0.0,unknown,no
32,blue-collar,single,secondary,no,2.0,no,no,unknown,9.0,may,144.0,2.0,-1.0,0.0,unknown,no
27,admin.,married,secondary,no,1033.0,yes,no,unknown,9.0,may,1713.0,1.0,-1.0,0.0,unknown,no
48,unemployed,married,secondary,no,855.0,yes,no,unknown,9.0,may,241.0,2.0,-1.0,0.0,unknown,no
54,blue-collar,married,primary,no,781.0,yes,no,unknown,9.0,may,103.0,2.0,-1.0,0.0,unknown,no
29,technician,single,tertiary,no,542.0,yes,no,unknown,9.0,may,338.0,3.0,-1.0,0.0,unknown,no
37,blue-collar,divorced,secondary,no,-175.0,yes,no,unknown,9.0,may,182.0,1.0,-1.0,0.0,unknown,no
26,entrepreneur,married,tertiary,no,79.0,yes,yes,unknown,9.0,may,346.0,3.0,-1.0,0.0,unknown,no
43,management,married,secondary,no,3.0,yes,no,unknown,9.0,may,204.0,2.0,-1.0,0.0,unknown,no
31,blue-collar,married,secondary,no,4471.0,yes,no,unknown,9.0,may,296.0,2.0,-1.0,0.0,unknown,no
55,technician,married,secondary,no,2313.0,yes,no,unknown,9.0,may,551.0,2.0,-1.0,0.0,unknown,no
45,services,single,secondary,no,-139.0,yes,no,unknown,9.0,may,663.0,3.0,-1.0,0.0,unknown,no
